code,type,name,priority_code,year
32 02 10,sub-program,ეროვნული სასწავლო გეგმების დანერგვა და მონიტორინგი - საქართველოს განათლებისა და მეცნიერების სამინისტრო,NA,2015
32 02 11,sub-program,საჯარო სკოლის მოსწავლეების ტრანსპორტით უზრუნველყოფა,NA,2015
32 02 12,sub-program,ზოგადი განათლების ხელშეწყობა,NA,2015
32 02 13,sub-program,,NA,2015
32 02 14,sub-program,,NA,2015
32 02 15,sub-program,,NA,2015
32 03,program,პროფესიული განათლება,4,2015
32 03 01,sub-program,პროფესიული განათლების ხელმისაწვდომობის და ხარისხის გაუმჯობესება,NA,2015
32 03 02,sub-program,ეროვნული უმცირესობების პროფესიული გადამზადება,NA,2015
32 03 03,sub-program,განათლების მართვის საინფორმაციო სისტემა,NA,2015
32 04,program,უმაღლესი საგანმანათლებლო და სამეცნიერო კვლევების პროგრამა,4,2015
32 04 01,sub-program,გამოცდების ორგანიზება,NA,2015
32 04 02,sub-program,მეცნიერებისა და სამეცნიერო კვლევების ხელშეწყობა,NA,2015
32 04 02 01,sub-sub-program,სამეცნიერო გრანტების გაცემისა და სამეცნიერო კვლევების ხელშეწყობა,NA,2015
32 04 02 02,sub-sub-program,სამეცნიერო დაწესებულებების პროგრამები,NA,2015
32 04 02 03,sub-sub-program,მეცნიერებათა ეროვნული აკადემიის პროგრამების ხელშეწყობა,NA,2015
32 04 02 04,sub-sub-program,სოფლის მეურნეობის დარგში მეცნიერთა ხელშეწყობა,NA,2015
32 04 02 05,sub-sub-program,,NA,2015
32 04 02 05 01,sub-sub-sub-program,მეცნიერების აღდგენა და განვითარება - საქართველოს განათლებისა და მეცნიერების სამინისტროს განკარგვა,NA,2015
32 04 03,sub-program,"სახელმწიფო სასწავლო, სამაგისტრო გრანტები და ახალგაზრდების წახალისება",NA,2015
32 04 03 01,sub-sub-program,,NA,2015
32 04 03 02,sub-sub-program,,NA,2015
32 04 03 03,sub-sub-program,,NA,2015
32 04 03 04,sub-sub-program,,NA,2015
32 04 03 05,sub-sub-program,,NA,2015
32 04 04,sub-program,უმაღლესი განათლებისა და სამეცნიერო-კვევითი პროექტების ხელშეწყობა,NA,2015
32 04 05,sub-program,უმაღლესი საგანმანათლებლო დაწესებულებების ხელშეწყობა,NA,2015
32 05,program,საგანმანათლებლო და სამეცნიერო დაწესებულებათა ინფრასტრუქტურის განვითარება,4,2015
32 05 01,sub-program,საგანმანათლებლო დაწესებულებებისა და მოსწავლეების/სტუდენტების ინფორმაციულ-საკომუნიკაციო ტექნოლოგიებით უზრუნველყოფა,NA,2015
32 05 02,sub-program,საგანმანათლებლო და სამეცნიერო დაწესებულებათა ინფრასტრუქტურის განვითარება,NA,2015
32 05 02 01,sub-sub-program,ზოგადსაგანმანათლებლო დაწესებულებების ინფრასტრუქტურის განვითარება,NA,2015
32 05 02 02,sub-sub-program,პროფესიული საგანანმანათლებლო დაწესებულებების ინფრასტრუქტურის განვითარება,NA,2015
32 05 02 03,sub-sub-program,უმაღლესი და  სამეცნიერო დაწესებულებების ინფრასტრუქტურის განვითარება,NA,2015
32 05 02 04,sub-sub-program,სამინისტროს სისტემაში შემავალი საჯარო სამართლის იურიდიული პირებისა და ტერიტორიული ორგანოების  ინფრასტრუქტურის განვითარება,NA,2015
32 05 03,sub-program,,NA,2015
32 05 04,sub-program,,NA,2015
32 05 05,sub-program,,NA,2015
32 06,program,ათასწლეულის გამოწვევა საქართველოს,4,2015
32 06 01,sub-program,,NA,2015
32 06 02,sub-program,,NA,2015
32 06 02 01,sub-sub-program,,NA,2015
32 06 02 02,sub-sub-program,,NA,2015
32 06 02 03,sub-sub-program,,NA,2015
32 06 02 04,sub-sub-program,,NA,2015
32 07,program,,NA,2015
32 07 01,sub-program,,NA,2015
32 07 02,sub-program,,NA,2015
32 07 02 01,sub-sub-program,,NA,2015
32 07 02 02,sub-sub-program,,NA,2015
32 07 02 03,sub-sub-program,,NA,2015
32 07 02 04,sub-sub-program,,NA,2015
32 07 02 05,sub-sub-program,,NA,2015
32 08,program,,NA,2015
32 09,program,,NA,2015
32 10,program,,NA,2015
33 00,spending agency,საქართველოს კულტურისა და ძეგლთა დაცვის სამინისტრო,NA,2015
33 01,program,კულტურისა და ძეგლთა დაცვის სფეროში პოლიტიკის შემუშავება და პროგრამების მართვა,8,2015
33 02,program,ხელოვნების დარგების განვითარების ხელშეწყობა და პოპულარიზაცია საქართველოში და მის ფარგლებს გარეთ,8,2015
33 02 01,sub-program,,NA,2015
33 02 02,sub-program,,NA,2015
33 02 03,sub-program,,NA,2015
33 03,program,სახელოვნებო განათლების სისტემის ხელშეწყობა,4,2015
33 04,program,კულტურული მემკვიდრეობის დაცვა და სამუზეუმო სისტემის სრულყოფა,8,2015
33 04 01,sub-program,მუზეუმების ხელშეწყობა,NA,2015
33 04 02,sub-program,კულტურული მემკვიდრეობის დაცვა,NA,2015
33 05,program,,NA,2015
33 05 01,sub-program,,NA,2015
33 05 02,sub-program,,NA,2015
34 00,spending agency,"საქართველოს ოკუპირებული ტერიტორიებიდან იძულებით  გადაადგილებულ პირთა, განსახლებისა და ლტოლვილთა სამინისტრო",NA,2015
34 01,program,იძულებით გადაადგილებულ პირთა და მიგრანტთა ხელშეწყობის მიზნით სახელმწიფო პოლიტიკის შემუშავება და პროგრამების მართვა,7,2015
34 02,program,განსახლების ადგილებში დევნილთა შენახვა და მათი საცხოვრებელი პირობების გაუმჯობესება,7,2015
34 03,program,დევნილთა საარსებო წყაროებით უზრუნველყოფა,7,2015
35 00,spending agency,"საქართველოს შრომის, ჯანმრთელობისა და სოციალური დაცვის სამინისტრო",NA,2015
35 01,program,"შრომის, ჯანმრთელობისა და სოციალური დაცვის პროგრამების მართვა",1,2015
35 01 01,sub-program,"შრომის, ჯანმრთელობისა და სოციალური დაცვის სფეროში პოლიტიკის შემუშავება და მართვა",NA,2015
35 01 02,sub-program,სამედიცინო საქმიანობის რეგულირების პროგრამა,NA,2015
35 01 03,sub-program,დაავადებათა კონტროლისა და ეპიდემიოლოგიური უსაფრთხოების პროგრამის მართვა,NA,2015
35 01 04,sub-program,სოციალური და ჯანმრთელობის დაცვის პროგრამების მართვა,NA,2015
35 01 05,sub-program,"სახელმწიფო ზრუნვის, ადამიანით ვაჭრობის (ტრეფიკინგის) მსხვერპლთა დაცვა და დახმარების პროგრამა",NA,2015
35 01 06,sub-program,სამედიცინო მედიაციის პროგრამა,NA,2015
35 01 07,sub-program,ნარკომანიისა და ფსიქიკური ჯანმრთელობის პოლიტიკისა და პროგრამების მართვის პროგრამა,NA,2015
35 01 08,sub-program,სასწრაფო სამედიცინო დახმარების მართვის პროგრამა,NA,2015
35 01 12,sub-program,,NA,2015
35 02,program,სოციალური დაცვა და საპენსიო უზრუნველყოფა,1,2015
35 02 01,sub-program,საპენსიო უზრუნველყოფა,NA,2015
35 02 02,sub-program,სოციალური დახმარებები,NA,2015
35 02 03,sub-program,სოციალური რეაბილიტაცია და ბავშვზე ზრუნვა,NA,2015
35 02 04,sub-program,,NA,2015
35 02 05,sub-program,,NA,2015
35 03,program,ჯანმრთელობის დაცვის პროგრამა,1,2015
35 03 01,sub-program,მოსახლეობის საყოველთაო ჯანმრთელობის დაცვა,NA,2015
35 03 02,sub-program,საზოგადოებრივი ჯანმრთელობის დაცვა,NA,2015
35 03 02 01,sub-sub-program,დაავადებათა ადრეული გამოვლენა და სკრინინგი,NA,2015
35 03 02 02,sub-sub-program,იმუნიზაცია,NA,2015
35 03 02 03,sub-sub-program,ეპიდზედამხედველობის პროგრამა,NA,2015
35 03 02 04,sub-sub-program,უსაფრთხო სისხლი,NA,2015
35 03 02 05,sub-sub-program,პროფესიულ დაავადებათა პრევენცია,NA,2015
35 03 02 06,sub-sub-program,ინფექციური დაავადებების მართვა,NA,2015
35 03 02 07,sub-sub-program,ტუბერკულოზის მართვა,NA,2015
35 03 02 08,sub-sub-program,აივ ინფექცია/შიდსი,NA,2015
35 03 02 09,sub-sub-program,დედათა და ბავშვთა ჯანმრთელობა,NA,2015
35 03 02 10,sub-sub-program,ნარკომანია,NA,2015
35 03 02 11,sub-sub-program,ჯანმრთელობის ხელშეწყობის პროგრამა,NA,2015
35 03 02 12,sub-sub-program,C ჰეპატიტის მართვა,NA,2015
35 03 03,sub-program,მოსახლეობისათვის სამედიცინო მომსახურების მიწოდება პრიორიტეტულ სფეროებში,NA,2015
35 03 03 01,sub-sub-program,ფსიქიკური ჯანმრთელობა,NA,2015
35 03 03 02,sub-sub-program,დიაბეტის მართვა,NA,2015
35 03 03 03,sub-sub-program,ბავშვთა ონკოჰემატოლოგიური მომსახურება,NA,2015
35 03 03 04,sub-sub-program,დიალიზი და თირკმლის ტრანსპლანტაცია,NA,2015
35 03 03 05,sub-sub-program,ინკურაბელურ პაციენტთა პალიატიური მზრუნველობა,NA,2015
35 03 03 06,sub-sub-program,იშვიათი დაავადებების მქონე და მუდმივ ჩანაცვლებით მკურნალობას დაქვემდებარებულ პაციენტთა მკურნალობა,NA,2015
35 03 03 06 02,sub-sub-sub-program,,NA,2015
35 03 03 07,sub-sub-program,სასწრაფო გადაუდებელი დახმარება და სამედიცინო ტრანსპორტირება,NA,2015
35 03 03 08,sub-sub-program,სოფლის ექიმი,NA,2015
35 03 03 09,sub-sub-program,რეფერალური მომსახურება,NA,2015
35 03 03 10,sub-sub-program,სამხედრო ძალებში გასაწვევ მოქალაქეთა სამედიცინო შემოწმება,NA,2015
35 03 03 11,sub-sub-program,,NA,2015
35 03 03 12,sub-sub-program,,NA,2015
35 03 03 13,sub-sub-program,,NA,2015
35 03 03 14,sub-sub-program,,NA,2015
35 03 03 15,sub-sub-program,,NA,2015
35 03 03 15 01,sub-sub-sub-program,,NA,2015
35 03 03 16,sub-sub-program,,NA,2015
35 03 03 17,sub-sub-program,,NA,2015
35 03 03 18,sub-sub-program,,NA,2015
35 03 03 19,sub-sub-program,,NA,2015
35 03 03 20,sub-sub-program,,NA,2015
35 03 03 21,sub-sub-program,,NA,2015
35 03 04,sub-program,დიპლომისშემდგომი სამედიცინო განათლება,NA,2015
35 03 04 01,sub-sub-program,,NA,2015
35 03 04 02,sub-sub-program,,NA,2015
35 03 04 03,sub-sub-program,,NA,2015
35 03 04 04,sub-sub-program,,NA,2015
35 03 04 05,sub-sub-program,,NA,2015
35 03 04 06,sub-sub-program,,NA,2015
35 03 04 07,sub-sub-program,,NA,2015
35 03 04 08,sub-sub-program,,NA,2015
35 03 04 09,sub-sub-program,,NA,2015
35 03 04 10,sub-sub-program,,NA,2015
35 03 05,sub-program,,NA,2015
35 03 06,sub-program,,NA,2015
35 03 07,sub-program,,NA,2015
35 04,program,სამედიცინო დაწესებულებათა რეაბილიტაცია და აღჭურვა,1,2015
35 05,program,შრომისა და დასაქმების სისტემის რეფორმების პროგრამა,1,2015
35 05 01,sub-program,შრომისა და დასაქმების სისტემის რეფორმების პროგრამა,NA,2015
35 06,program,,NA,2015
36 00,spending agency,საქართველოს ენერგეტიკის სამინისტრო,NA,2015
36 01,program,ენერგეტიკის სფეროში პოლიტიკის შემუშავება და მართვა,3,2015
36 01 01,sub-program,ენერგეტიკის სფეროში პოლიტიკის განხორციელება,NA,2015
36 01 01 01,sub-sub-program,,NA,2015
36 01 01 02,sub-sub-program,,NA,2015
36 01 01 03,sub-sub-program,,NA,2015
36 01 02,sub-program,მოსახლეობის ელექტროენერგიითა და ბუნებრივი აირით მომარაგების გაუმჯობესება,NA,2015
36 01 03,sub-program,ყაზბეგის მუნიციპალიტეტისა და დუშეთის მუნიციპალიტეტის მაღალმთიანი სოფლების მოსახლეობისათვის მიწოდებული ბუნებრივი აირის ღირებულების ანაზღაურების ღონისძიება,NA,2015
36 02,program,ენერგეტიკული ინფრასტრუქტურის მშენებლობა-რეაბილიტაცია,3,2015
36 02 01,sub-program,,NA,2015
36 02 02,sub-program,,NA,2015
36 02 03,sub-program,,NA,2015
36 02 03 01,sub-sub-program,,NA,2015
36 02 04,sub-program,,NA,2015
36 03,program,სასისტემო მნიშვნელობის ელექტროგადამცემი ქსელის განვითარება,3,2015
36 03 01,sub-program,,NA,2015
36 03 02,sub-program,,NA,2015
36 03 02 01,sub-sub-program,,NA,2015
36 03 02 02,sub-sub-program,,NA,2015
36 03 03,sub-program,,NA,2015
36 03 03 01,sub-sub-program,,NA,2015
36 03 03 02,sub-sub-program,,NA,2015
36 03 04,sub-program,,NA,2015
36 03 06,sub-program,,NA,2015
36 04,program,,NA,2015
36 04 01,sub-program,,NA,2015
36 04 02,sub-program,,NA,2015
36 04 03,sub-program,,NA,2015
36 04 04,sub-program,,NA,2015
36 06,program,,NA,2015
37 00,spending agency,საქართველოს სოფლის მეურნეობის სამინისტრო,NA,2015
37 01,program,სოფლის მეურნეობის განვითარების პროგრამა,10,2015
37 01 01,sub-program,სოფლის მეურნეობის განვითარების პოლიტიკის შემუშავება და მართვა,NA,2015
37 01 02,sub-program,სოფლის მეურნეობის განვითარების პროგრამის მართვა და ადმინისტრირება რეგიონებში,NA,2015
37 01 03,sub-program,სამელიორაციო სისტემების მოდერნიზაცია,NA,2015
37 01 04,sub-program,ქართული აგროსასურსათო პროდუქციის პოპულარიზაცია,NA,2015
37 01 05,sub-program,სასოფლო-სამეურნეო კოოპერატივების ხელშეწყობის ღონისძიებები,NA,2015
37 01 06,sub-program,სოფლის მეურნეობის პროექტების მართვა,NA,2015
37 01 07,sub-program,შეღავათიანი აგროკრედიტები,NA,2015
37 01 08,sub-program,მცირემიწიან ფერმერთა საგაზაფხულო სამუშაოების ხელშეწყობის ღონისძიებები,NA,2015
37 01 09,sub-program,სასოფლო-სამეურნეო ტექნიკის სესხისა და ლიზინგის ვალდებულებების დაფარვა,NA,2015
37 01 10,sub-program,აგროდაზღვევის უზრუნველყოფის ღონისძიებები,NA,2015
37 01 11,sub-program,,NA,2015
37 01 12,sub-program,აგროსექტორის ხელშეწყობა/განვითარება,NA,2015
37 01 13,sub-program,,NA,2015
37 01 14,sub-program,,NA,2015
37 01 15,sub-program,,NA,2015
37 01 16,sub-program,,NA,2015
37 01 17,sub-program,,NA,2015
37 01 19,sub-program,,NA,2015
37 01 20,sub-program,დანერგე მომავალი,NA,2015
37 02,program,"სურსათის უვნებლობა, მცენარეთა დაცვა და ეპიზოოტიური კეთილსაიმედოობა",10,2015
37 03,program,მევენახეობა-მეღვინეობის განვითარება,10,2015
37 04,program,სოფლის მეურნეობის დარგში სამეცნიერო კვლევითი ღონისძიებების განხორციელება,10,2015
37 05,program,,NA,2015
37 05 01,sub-program,,NA,2015
37 05 02,sub-program,,NA,2015
37 05 03,sub-program,,NA,2015
37 05 04,sub-program,,NA,2015
37 05 05,sub-program,,NA,2015
37 05 07,sub-program,,NA,2015
37 06,program,,NA,2015
37 07,program,,NA,2015
37 07 01,sub-program,,NA,2015
37 07 02,sub-program,,NA,2015
37 07 03,sub-program,,NA,2015
37 07 04,sub-program,,NA,2015
38 00,spending agency,საქართველოს გარემოსა და ბუნებრივი რესურსების დაცვის სამინისტრო,NA,2015
38 01,program,"გარემოს დაცვის სფეროში პოლიტიკის შემუშავება, რეგულირება და მართვა",12,2015
38 02,program,გარემოსდაცვითი ზედამხედველობა,12,2015
38 03,program,დაცული ტერიტორიების სისტემის ჩამოყალიბება და მართვა,12,2015
38 04,program,სატყეო სისტემის ჩამოყალიბება და მართვა,12,2015
38 05,program,სანერგე მეურნეობის სისტემის ჩამოყალიბება და მართვა,12,2015
38 06,program,გარემოსდაცვითი ინფორმაციის ხელმისაწვდომობისა და გარემოსდაცვითი განათლების ხელშეწყობის პროგრამა,12,2015
38 07,program,"გარემოს დაცვის სფეროში მონიტორინგი, პროგნოზირება და პრევენცია",12,2015
38 08,program,,NA,2015
39 00,spending agency,საქართველოს სპორტისა და ახალგაზრდობის საქმეთა სამინისტრო,NA,2015
39 01,program,სპორტისა და ახალგაზრდობის საქმეთა სფეროებში სახელმწიფო პოლიტიკის შემუშავება და მართვა,8,2015
39 02,program,სპორტის განვითარების ხელშეწყობის ღონისძიებები,8,2015
39 03,program,სპორტის სფეროში დამსახურებულ მოღვაწეთა სოციალური დაცვის ღონისძიებები,8,2015
39 04,program,ახალგაზრდობის სფეროში სახელმწიფო ხელშეწყობის ღონისძიებები,8,2015
40 00,spending agency,საქართველოს სახელმწიფო დაცვის სპეციალური სამსახური,NA,2015
40 01,program,დასაცავ პირთა და ობიექტთა უსაფრთხოების უზრუნველყოფა,2,2015
40 02,program,სახელმწიფო ობიექტების მოვლა-შენახვა,5,2015
41 00,spending agency,საქართველოს სახალხო დამცველის აპარატი,NA,2015
41 01,program,საქართველოს სახალხო დამცველის აპარატის ფუნქციონირების გაძლიერების ღონისძიებები (საქართველოს სახალხო დამცველის აპარატი,6,2015
42 00,spending agency,სსიპ – საზოგადოებრივი მაუწყებელი,NA,2015
42 01,program,მაუწყებლობის ხელშეწყობა,8,2015
43 00,spending agency,სსიპ – კონკურენციის სააგენტო,5,2015
43 01,program,,NA,2015
43 02,program,,NA,2015
44 00,spending agency,სამხრეთ ოსეთის ადმინისტრაცია,6,2015
45 00,spending agency,საქართველოს საპატრიარქო,NA,2015
45 01,program,სასულიერო განათლების ხელშეწყობის გრანტი,8,2015
45 02,program,ა(ა)იპ საქართველოს საპატრიარქოს წმიდა სვიმონ კანანელის სახელობის სასულიერო სწავლების ცენტრი,8,2015
45 03,program,ა(ა)იპ – ბათუმისა და ლაზეთის ეპარქიის საგანმანათლებლო ცენტრისათვის გადასაცემი გრანტი,8,2015
45 04,program,"საქართველოს საპატრიარქოს წმიდა ნინოს სახელობის ობოლ, უპატრონო და მზრუნველობამოკლებულ ბავშვთა პანსიონატისათვის გადასაცემი გრანტი",8,2015
45 05,program,საქართველოს საპატრიარქოს ბათუმის წმინდა მოწამე ეკატერინეს სახელობის სათნოების სავანისათვის გადასაცემი გრანტი,8,2015
45 06,program,საქართველოს საპატრიარქოს წმინდა ანდრია პირველწოდებულის სახელობის სასულიერო სწავლების ცენტრისათვის გადასაცემი გრანტი,8,2015
45 07,program,წმინდა გიორგი მთაწმინდელის მონასტერთან არსებული სარეაბილიტაციო ცენტრისათვის გადასაცემი გრანტი,8,2015
45 08,program,საქართველოს საპატრიარქოს წმინდა ანდრია პირველწოდებულის სახელობის ქართული უნივერსიტეტისათვის გადასაცემი გრანტი,8,2015
45 09,program,საქართველოს საპატრიარქოს ა(ა)იპ – ტბელ აბუსერისძის სახელობის უნივერსიტეტისათვის გადასაცემი გრანტი,8,2015
45 10,program,ა(ა)იპ – სმენადაქვეითებულ ბავშვთა რეაბილიტაციის და ადაპტაციის ცენტრისათვის გადასაცემი გრანტი,8,2015
45 11,program,საქართველოს საპატრიარქოს ტელევიზიის სუბსიდირების ღონისძიებები,8,2015
45 12,program,ა(ა)იპ – ახალქალაქისა და კუმურდოს ეპარქიის სასწავლო ცენტრისთვის გადასაცემი გრანტი,8,2015
45 13,program,ა(ა)იპ ფოთის საგანმანათლებლო და კულტურულ-გამაჯანსაღებელი ცენტრი,8,2015
46 00,spending agency,სსიპ – ლევან სამხარაულის სახელობის სასამართლო ექსპერტიზის ეროვნული ბიურო,11,2015
47 00,spending agency,სსიპ – საქართველოს სტატისტიკის ეროვნული სამსახური – საქსტატი,NA,2015
47 01,program,სტატისტიკური სამუშაოების დაგეგმვა და მართვა,5,2015
47 02,program,სტატისტიკური სამუშაოების სახელმწიფო პროგრამა,5,2015
47 03,program,მოსახლეობისა და საცხოვრისების საყოველთაო აღწერა,5,2015
47 04,program,,NA,2015
47 05,program,,NA,2015
48 00,spending agency,სსიპ - საქართველოს დაზღვევის სახელმწიფო ზედამხედველობის სამსახური,6,2015
49 00,spending agency,სსიპ - საქართველოს ეროვნული საინვესტიციო სააგენტო,NA,2015
49 01,program,საინვესტიციო პოლიტიკის დაგეგმვა და მართვა,5,2015
49 02,program,ინვესტიციების მოზიდვის ხელშეწყობა,5,2015
49 03,program,,NA,2015
49 04,program,,NA,2015
49 04 01,sub-program,,NA,2015
49 04 01 01,sub-sub-program,,NA,2015
49 04 01 02,sub-sub-program,,NA,2015
49 04 02,sub-program,,NA,2015
49 05,program,,NA,2015
49 06,program,,NA,2015
49 07,program,,NA,2015
49 08,program,,NA,2015
49 09,program,,NA,2015
49 10,program,,NA,2015
49 12,program,,NA,2015
49 13,program,,NA,2015
49 13 01,sub-program,,NA,2015
49 13 02,sub-program,,NA,2015
49 13 03,sub-program,,NA,2015
49 13 04,sub-program,,NA,2015
49 13 05,sub-program,,NA,2015
49 13 06,sub-program,,NA,2015
49 13 07,sub-program,,NA,2015
49 13 08,sub-program,,NA,2015
49 13 09,sub-program,,NA,2015
49 14,program,,NA,2015
49 14 01,sub-program,,NA,2015
49 14 02,sub-program,,NA,2015
49 14 03,sub-program,,NA,2015
49 14 04,sub-program,,NA,2015
49 14 05,sub-program,,NA,2015
49 14 06,sub-program,,NA,2015
49 14 08,sub-program,,NA,2015
49 14 09,sub-program,,NA,2015
49 14 12,sub-program,,NA,2015
49 14 13,sub-program,,NA,2015
50 00,spending agency,სსიპ - საჯარო სამსახურის ბიურო,6,2015
51 00,spending agency,პერსონალურ მონაცემთა დაცვის ინსპექტორის აპარატი,6,2015
51 01,program,,NA,2015
51 02,program,,NA,2015
51 03,program,,NA,2015
51 04,program,,NA,2015
51 04 01,sub-program,,NA,2015
51 04 01 01,sub-sub-program,,NA,2015
51 04 01 02,sub-sub-program,,NA,2015
51 04 02,sub-program,,NA,2015
51 05,program,,NA,2015
51 06,program,,NA,2015
51 07,program,,NA,2015
51 08,program,,NA,2015
51 09,program,,NA,2015
51 10,program,,NA,2015
51 11,program,,NA,2015
51 11 01,sub-program,,NA,2015
51 11 02,sub-program,,NA,2015
51 11 03,sub-program,,NA,2015
51 11 04,sub-program,,NA,2015
51 11 05,sub-program,,NA,2015
51 11 06,sub-program,,NA,2015
51 11 07,sub-program,,NA,2015
51 11 08,sub-program,,NA,2015
51 11 09,sub-program,,NA,2015
51 11 10,sub-program,,NA,2015
51 11 11,sub-program,,NA,2015
52 00,spending agency,საქართველოს სავაჭრო-სამრეწველო პალატა,NA,2015
53 00,spending agency,სსიპ - იურიდიული დახმარების სამსახური,6,2015
53 01,program,,NA,2015
53 02,program,,NA,2015
53 03,program,,NA,2015
53 04,program,,NA,2015
53 04 01,sub-program,,NA,2015
53 04 01 01,sub-sub-program,,NA,2015
53 04 01 02,sub-sub-program,,NA,2015
53 04 02,sub-program,,NA,2015
53 05,program,,NA,2015
53 06,program,,NA,2015
53 07,program,,NA,2015
53 08,program,,NA,2015
53 09,program,,NA,2015
53 10,program,,NA,2015
53 11,program,,NA,2015
53 11 01,sub-program,,NA,2015
53 11 02,sub-program,,NA,2015
53 11 03,sub-program,,NA,2015
53 11 04,sub-program,,NA,2015
53 11 05,sub-program,,NA,2015
53 11 06,sub-program,,NA,2015
53 11 07,sub-program,,NA,2015
54 00,spending agency,სსიპ - ვეტერანების საქმეთა სახელმწიფო სამსახური,1,2015
55 00,spending agency,სსიპ - რელიგიის საკითხთა სახელმწიფო სააგენტო,NA,2015
56 00,spending agency,სსიპ – საქართველოს ფინანსური მონიტორინგის სამსახური,5,2015
57 00,spending agency,ა(ა)იპ - საქართველოს სოლიდარობის ფონდი,1,2015
58 00,spending agency,საერთო სახელმწიფოებრივი მნიშვნელობის გადასახდელები,NA,2015
58 01,program,საგარეო სახელმწიფო ვალდებულებების მომსახურება და დაფარვა,NA,2015
58 02,program,საშინაო სახელმწიფო ვალდებულებების მომსახურება და დაფარვა,NA,2015
58 03,program,საერთაშორისო საფინანსო ორგანიზაციებთან თანამშრომლობიდან გამომდინარე ვალდებულებები,NA,2015
58 04,program,ავტონომიური რესპუბლიკებისა და ადგილობრივი თვითმმართველი ერთეულებისათვის გადასაცემი ტრანსფერები,NA,2015
58 04 01,sub-program,ავტონომიური რესპუბლიკებისათვის გადასაცემი ტრანსფერები,NA,2015
58 04 01 01,sub-sub-program,აფხაზეთის ავტონომიური რესპუბლიკისათვის გადასაცემი ტრანსფერი,NA,2015
58 04 01 02,sub-sub-program,აჭარის ავტონომიური რესპუბლიკისათვის გადასაცემი ტრანსფერი,NA,2015
58 04 02,sub-program,ადგილობრივი თვითმმართველი ერთეულებისათვის გადასაცემი ტრანსფერები,NA,2015
58 05,program,საქართველოს პრეზიდენტის სარეზერვო ფონდი,NA,2015
58 06,program,საქართველოს მთავრობის სარეზერვო ფონდი,NA,2015
58 07,program,წინა წლებში წარმოქმნილი დავალიანების დაფარვისა და სასამართლო გადაწყვეტილებების აღსრულების ფონდი,NA,2015
58 08,program,საქართველოს რეგიონებში განსახორციელებელი პროექტების ფონდი,NA,2015
58 09,program,საქართველოს სახელმწიფო ჯილდოებისათვის დაწესებული ერთდროული ფულადი პრემიების გაცემის ფინანსური უზრუნველყოფა,NA,2015
58 10,program,დონორების მიერ დაფინანსებული საერთო სახელმწიფოებრივი გადასახდელები,NA,2015
58 10 01,sub-program,"ორმხრივი, რეგიონალური და რეგიონთაშორისი პროექტები (GIZ)",NA,2015
58 10 02,sub-program,KfW-ის ადგილობრივი ოფისის საოპერაციო ხარჯების თანადაფინანსება (KfW),NA,2015
58 10 03,sub-program,აჭარის მყარი ნარჩენების პროექტი (EBRD),NA,2015
58 10 04,sub-program,"ბათუმში კომუნალური ინფრასტრუქტურის დაწესებულებათა რეაბილიტაცია (III ფაზა) (EU, KfW)",NA,2015
58 10 05,sub-program,განახლებადი ენერგიის პროგრამა II (KfW),NA,2015
58 10 06,sub-program,ბათუმში კომუნალური ინფრასტრუქტურის დაწესებულებათა რეაბილიტაცია (II ფაზა) (KfW),NA,2015
58 10 07,sub-program,ხელვაჩაურის მუნიციპალიტეტის კომუნალური ინფრასტრუქტურის დაწესებულებათა რეაბილიტაცია (KfW),NA,2015
58 11,program,საერთაშორისო ორგანიზაციებთან არსებული ხელშეკრულებების ფარგლებში ქართული მხარის ვალდებულებების დაფარვა,NA,2015
59 00,spending agency,საქართველოს სახელმწიფო უსაფრთხოებისა და კრიზისების მართვის საბჭოს აპარატი,2,2015
60 00,spending agency,სახელმწიფო უსაფრთხოების სამსახური,2,2015
60 01,program,,NA,2015
60 02,program,,NA,2015
60 03,program,,NA,2015
60 04,program,,NA,2015
60 04 01,sub-program,,NA,2015
60 04 01 01,sub-sub-program,,NA,2015
60 04 02,sub-program,,NA,2015
60 05,program,,NA,2015
60 06,program,,NA,2015
60 07,program,,NA,2015
60 08,program,,NA,2015
60 09,program,,NA,2015
60 10,program,,NA,2015
60 12,program,,NA,2015
60 13,program,,NA,2015
61 00,spending agency,სსიპ -განათლების საერთაშორისო ცენტრი,4,2015
62 00,spending agency,,NA,2015
62 01,program,,NA,2015
62 02,program,,NA,2015
62 03,program,,NA,2015
62 04,program,,NA,2015
62 04 01,sub-program,,NA,2015
62 04 01 01,sub-sub-program,,NA,2015
62 04 01 02,sub-sub-program,,NA,2015
62 04 02,sub-program,,NA,2015
62 05,program,,NA,2015
62 06,program,,NA,2015
62 07,program,,NA,2015
62 08,program,,NA,2015
62 09,program,,NA,2015
62 10,program,,NA,2015
62 11,program,,NA,2015
62 12,program,,NA,2015
62 12 01,sub-program,,NA,2015
62 12 02,sub-program,,NA,2015
62 12 03,sub-program,,NA,2015
62 12 04,sub-program,,NA,2015
62 12 06,sub-program,,NA,2015
62 12 07,sub-program,,NA,2015
62 12 09,sub-program,,NA,2015
62 12 10,sub-program,,NA,2015
63 00,spending agency,,NA,2015
64 00,spending agency,,NA,2015
64 01,program,,NA,2015
65 00,spending agency,,NA,2015
00,,ჯამური,NA,2016
01 00,spending agency,საქართველოს პარლამენტი და მასთან არსებული ორგანიზაციები,NA,2016
01 01,program,საკანონმდებლო საქმიანობა,6,2016
